ScatID,curated_species,common_name,order,family,genus,species,new_host,site,type
D.07.20.23.B1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Bobcat,Dangermond,host and prey
D.07.20.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.20.23.C1,Reithrodontomys megalotis,western harvest mouse,Rodentia,Cricetidae,Reithrodontomys,megalotis,Coyote,Dangermond,host and prey
D.07.20.23.C2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.20.23.U1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.24.23.B1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.24.23.B1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.24.23.B1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Coyote,Dangermond,host and prey
D.07.24.23.B2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,only host ID
D.07.24.23.B2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Coyote,Dangermond,only host ID
D.07.24.23.B2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,Dangermond,only host ID
D.07.24.23.C1,Arctocephalus townsendi,guadelupe fur seal,Carnivora,Otariidae,Arctocephalus,townsendi,Coyote,Dangermond,host and prey
D.07.24.23.C1,Spermophillus beecheyi,california ground squirrel,Rodentia,Sciuridae,Spermophillus,beecheyi,Coyote,Dangermond,host and prey
D.07.24.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.24.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.24.23.C1,Vulpes vulpes,red fox,Carnivora,Canidae,Vulpes,vulpes,Coyote,Dangermond,host and prey
D.07.24.23.C2,Spermophillus beecheyi,california ground squirrel,Rodentia,Sciuridae,Spermophillus,beecheyi,Coyote,Dangermond,host and prey
D.07.24.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.24.23.C2,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,Dangermond,host and prey
D.07.24.23.H1,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,NA,NA,NA
D.07.26.23.U1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.26.23.U2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.07.26.23.U2,Meleagris gallopavo,wild turkey,Galliformes,Phasianidae,Meleagris,gallopavo,Wild boar,Dangermond,host and prey
D.07.26.23.U3,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.07.31.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.07.31.23.B1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Bobcat,Dangermond,host and prey
D.07.31.23.B1,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Bobcat,Dangermond,host and prey
D.07.31.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.07.31.23.C1,Urile penicillatus,brandt's cormorant,Suliformes,Phalacrocoracidae,Urile,penicillatus,Coyote,Dangermond,host and prey
D.07.31.23.C1,Urile pelagicus,pelagic cormorant,Suliformes,Phalacrocoracidae,Urile,pelagicus,Coyote,Dangermond,host and prey
D.00.00.22.H1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H1,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H1,Isogenoides sp,stonefly,Plecoptera,Perlodidae,Isogenoides,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H10,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H10,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H10,Isogenoides sp,stonefly,Plecoptera,Perlodidae,Isogenoides,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H11,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H11,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H11,Isogenoides sp,stonefly,Plecoptera,Perlodidae,Isogenoides,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H12,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.00.00.22.H13,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.00.00.22.H14,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H14,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H14,Isogenoides sp,stonefly,Plecoptera,Perlodidae,Isogenoides,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Bobcat,Dangermond,only host ID
D.00.00.22.H2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.00.00.22.H3,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.00.00.22.H4,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H4,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,Wild boar,Dangermond,host and prey
D.00.00.22.H5,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,NA,NA,NA
D.00.00.22.H6,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.00.00.22.H7,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,host and prey
D.00.00.22.H7,Stenopelmatus sp,cricket,Orthoptera,Stenopelmatidae,Stenopelmatus,NA,Wild boar,Dangermond,host and prey
D.00.00.22.H8,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.00.00.22.H9,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,NA,NA,NA
D.08.04.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.04.23.B1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.08.04.23.B2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.04.23.B2,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Bobcat,Dangermond,host and prey
D.08.04.23.B2,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Bobcat,Dangermond,host and prey
D.08.04.23.B2,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.08.04.23.P1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.04.23.P1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.08.10.23.B1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.10.23.B1,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Bobcat,Dangermond,host and prey
D.08.10.23.B1,Thomomys bottae,botta's pocket gopher,Rodentia,Geomyidae,Thomomys,bottae,Bobcat,Dangermond,host and prey
D.08.10.23.B2,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
D.08.10.23.B3,Dipodomys heermanni,heerman's kangaroo rat,Rodentia,Heteromyidae,Dipodomys,heermanni,Bobcat,Dangermond,host and prey
D.08.10.23.B3,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.10.23.B3,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Bobcat,Dangermond,host and prey
D.08.10.23.B4,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.10.23.B4,Callipepla californica,california quail,Galliformes,Odontophoridae,Callipepla,californica,Bobcat,Dangermond,host and prey
D.08.10.23.B4,Neotoma sp,woodrat,Rodentia,Cricetidae,Neotoma,NA,Bobcat,Dangermond,host and prey
D.08.10.23.B4,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Bobcat,Dangermond,host and prey
D.08.10.23.B5,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.10.23.B5,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Bobcat,Dangermond,host and prey
D.08.10.23.B5,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Bobcat,Dangermond,host and prey
D.08.10.23.B6,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,only host ID
D.08.10.23.B7,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Dangermond,only host ID
D.08.10.23.C1,Callipepla californica,california quail,Galliformes,Odontophoridae,Callipepla,californica,Bobcat,Dangermond,host and prey
D.08.10.23.C1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,host and prey
D.08.10.23.C1,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Bobcat,Dangermond,host and prey
D.08.10.23.C1,Crotalus oreganus,western rattlesnake,Squamata,Viperidae,Crotalus,oreganus,Bobcat,Dangermond,host and prey
D.08.10.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,only host ID
D.08.10.23.D1,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.08.10.23.H1,Odocoileus hemionus,mule deer,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,Dangermond,only host ID
D.08.10.23.P1,Lynx rufus,bobcat,Carnivora,Felidae,Lynx,rufus,Bobcat,Dangermond,only host ID
H.08.01.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Hollister,host and prey
H.08.01.23.C1,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,gallus,Coyote,Hollister,host and prey
H.08.01.23.H1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Hollister,only host ID
H.08.01.23.H2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Wild boar,Hollister,only host ID
N.08.12.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,only host ID
N.08.14.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.08.14.23.C2,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,Coyote,North Campus Open Space,host and prey
N.08.14.23.C2,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,gallus,Coyote,North Campus Open Space,host and prey
N.08.14.23.C2,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,North Campus Open Space,host and prey
N.08.14.23.C2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,North Campus Open Space,host and prey
N.08.17.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.08.17.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,North Campus Open Space,host and prey
N.06.29.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.06.29.23.C1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,North Campus Open Space,host and prey
N.06.29.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,North Campus Open Space,host and prey
N.06.29.23.C1,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,North Campus Open Space,host and prey
N.06.29.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,only host ID
N.07.12.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.12.23.C1,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,North Campus Open Space,host and prey
N.07.15.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.15.23.C1,Meleagris gallopavo,wild turkey,Galliformes,Phasianidae,Meleagris,gallopavo,Coyote,North Campus Open Space,host and prey
N.07.15.23.C1,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,gallus,Coyote,North Campus Open Space,host and prey
N.07.15.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.15.23.C2,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,North Campus Open Space,host and prey
N.07.15.23.C2,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,North Campus Open Space,host and prey
N.07.19.23.B1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.19.23.B1,Spermophillus beecheyi,california ground squirrel,Rodentia,Sciuridae,Spermophillus,beecheyi,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Mus musculus,house mouse,Rodentia,Muridae,Mus,musculus,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Rattus rattus,black rat,Rodentia,Muridae,Rattus,rattus,Coyote,North Campus Open Space,host and prey
N.07.23.23.C1,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,North Campus Open Space,host and prey
N.07.23.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.07.23.23.C2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,North Campus Open Space,host and prey
N.07.23.23.C2,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,North Campus Open Space,host and prey
N.08.05.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.08.05.23.C1,Peromyscus maniculatus,deer mouse,Rodentia,Cricetidae,Peromyscus,maniculatus,Coyote,North Campus Open Space,host and prey
N.08.05.23.C2,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.08.05.23.C2,Bos taurus,domestic cattle,Artiodactyla,Bovidae,Bos,taurus,Coyote,North Campus Open Space,host and prey
N.08.05.23.C2,Gallus gallus,chicken,Galliformes,Phasianidae,Gallus,gallus,Coyote,North Campus Open Space,host and prey
N.08.05.23.C2,Sus scrofa,wild boar,Artiodactyla,Suidae,Sus,scrofa,Coyote,North Campus Open Space,host and prey
N.08.07.23.C1,Canis latrans,coyote,Carnivora,Canidae,Canis,latrans,Coyote,North Campus Open Space,host and prey
N.08.07.23.C1,Microtus californicus,california vole,Rodentia,Cricetidae,Microtus,californicus,Coyote,North Campus Open Space,host and prey
N.08.07.23.C1,Sylvilagus bachmani,brush rabbit,Lagomorpha,Leporidae,Sylvilagus,bachmani,Coyote,North Campus Open Space,host and prey
D.06.26.23.C2,Canis,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
D.06.19.23.C2,Canis,coyote,Carnivora,Canidae,Canis,latrans,Coyote,Dangermond,host and prey
