LabID,ScatID,curated_species,common_name,broadtax,broadtax1,genus,family,order,species,host,site,guessed_sp,target,lon,lat,SampleSet
DADC2,D.08.18.23.C2,Pipilo maculatus,spotted towhee,Terrestrial bird,Terrestrial bird,Pipilo,Passerellidae,Passeriformes,maculatus,no,Dangermond,coyote,No,-120.4664173,34.45330588,GL
DADC2,D.08.18.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.4664173,34.45330588,GL
DADC2,D.08.18.23.C2,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,coyote,No,-120.4664173,34.45330588,GL
DADP1,D.08.18.23.P1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,-120.4403179,34.45273212,GL
DADP1,D.08.18.23.P1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,puma,No,-120.4403179,34.45273212,GL
DADP1,D.08.18.23.P1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,puma,No,-120.4403179,34.45273212,GL
DADP1,D.08.18.23.P1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,puma,No,-120.4403179,34.45273212,GL
DADP1,D.08.18.23.P1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,-120.4403179,34.45273212,GL
DAF1,D.06.14.23.F1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.45274,34.44671,GL
DAF1,D.06.14.23.F1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,fox,No,-120.45274,34.44671,GL
DAF1,D.06.14.23.F1,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,fox,No,-120.45274,34.44671,GL
DAF2,D.06.14.23.F2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.45275,34.44694,GL
DAF2,D.06.14.23.F2,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,fox,No,-120.45275,34.44694,GL
DAF2,D.06.14.23.F2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.45275,34.44694,GL
DAF2,D.06.14.23.F2,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,fox,No,-120.45275,34.44694,GL
DAF2,D.06.14.23.F2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,fox,target,-120.45275,34.44694,GL
DAF2,D.06.14.23.F2,Microtus californicus,california vole,Small rodent,Small rodent,Microtus,Cricetidae,Rodentia,californicus,no,Dangermond,fox,No,-120.45275,34.44694,GL
DAFB1,D.08.23.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,bobcat,target,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Reithrodontomys megalotis,western harvest mouse,Small rodent,Small rodent,Reithrodontomys,Cricetidae,Rodentia,megalotis,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB1,D.08.23.23.B1,Peromyscus maniculatus,deer mouse,Small rodent,Small rodent,Peromyscus,Cricetidae,Rodentia,maniculatus,no,Dangermond,bobcat,No,-120.4157224,34.45357455,GL
DAFB2,D.08.23.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4182382,34.45323245,GL
DAFB2,D.08.23.23.B2,Lynx rufus,bobcat,Bobcat,Bobcat,Lynx,Felidae,Carnivora,rufus,Bobcat,Dangermond,bobcat,target,-120.4182382,34.45323245,GL
DAFH1,D.08.23.23.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.444762,34.451412,GL
DAFH1,D.08.23.23.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.444762,34.451412,GL
DAGH1,D.10.24.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462502,34.46668908,EH
DAGH1,D.10.24.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462502,34.46668908,EH
DAHH1,D.10.26.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462502,34.46668908,EH
DAHH1,D.10.26.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462502,34.46668908,EH
DAHH1,D.10.26.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462502,34.46668908,EH
DAHH2,D.10.26.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461911,34.46663783,EH
DAHH2,D.10.26.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461911,34.46663783,EH
DAHH2,D.10.26.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461911,34.46663783,EH
DAHH3,D.10.26.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461911,34.46663783,EH
DAHH3,D.10.26.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461911,34.46663783,EH
DAHH4,D.10.26.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461914,34.466683,EH
DAHH4,D.10.26.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461914,34.466683,EH
DAHH5,D.10.26.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461914,34.466683,EH
DAHH5,D.10.26.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461914,34.466683,EH
DAHH5,D.10.26.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4461914,34.466683,EH
DAHH6,D.10.26.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462271,34.46667773,EH
DAHH6,D.10.26.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462271,34.46667773,EH
DAHH7,D.10.26.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462271,34.46667773,EH
DAHH7,D.10.26.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462271,34.46667773,EH
DAHH7,D.10.26.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4462271,34.46667773,EH
DAIH1,D.11.30.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4494916,34.49937134,EH
DAIH1,D.11.30.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4494916,34.49937134,EH
DAIH2,D.11.30.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4494916,34.49937134,EH
DAIH2,D.11.30.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4494916,34.49937134,EH
DAIH3,D.11.30.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4497071,34.49724494,EH
DAIH3,D.11.30.22.H3,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4497071,34.49724494,EH
DAIH3,D.11.30.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4497071,34.49724494,EH
DAIH3,D.11.30.22.H3,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4497071,34.49724494,EH
DAIH4,D.11.30.22.H4,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4497071,34.49724494,EH
DAIH4,D.11.30.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4497071,34.49724494,EH
DAIH4,D.11.30.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4497071,34.49724494,EH
DAIH4,D.11.30.22.H4,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4497071,34.49724494,EH
DAIH4,D.11.30.22.H4,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4497071,34.49724494,EH
DAIH5,D.11.30.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4493466,34.49912419,EH
DAIH5,D.11.30.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4493466,34.49912419,EH
DAIH6,D.11.30.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.44935,34.4991242,EH
DAIH6,D.11.30.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.44935,34.4991242,EH
DAJH1,D.10.25.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4239869,34.4642289,EH
DAJH1,D.10.25.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4239869,34.4642289,EH
DAJH2,D.10.25.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4239869,34.4642289,EH
DAJH2,D.10.25.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4239869,34.4642289,EH
DAKH1,D.07.13.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DAKH1,D.07.13.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DAKH1,D.07.13.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DAKH2,D.07.13.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562102,34.47239728,EH
DAKH2,D.07.13.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562102,34.47239728,EH
DAKH2,D.07.13.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562102,34.47239728,EH
DAKH3,D.07.13.23.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562102,34.47239728,EH
DAKH3,D.07.13.23.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562102,34.47239728,EH
DAKH4,D.07.13.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DAKH4,D.07.13.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DAKH4,D.07.13.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561956,34.47242784,EH
DALH1,D.09.09.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DALH1,D.09.09.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DALH1,D.09.09.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DALH2,D.09.09.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH2,D.09.09.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH2,D.09.09.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH3,D.09.09.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH3,D.09.09.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH3,D.09.09.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4530609,34.44672553,EH
DALH4,D.09.09.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DALH4,D.09.09.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DALH4,D.09.09.22.H4,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DALH5,D.09.09.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DALH5,D.09.09.22.H5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,wild pig,target,NA,NA,EH
DALH5,D.09.09.22.H5,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,wild pig,target,NA,NA,EH
DALH5,D.09.09.22.H5,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DALH6,D.09.09.22.H6,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168144,34.45526935,EH
DALH7,D.09.09.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.41681,34.4552694,EH
DALH7,D.09.09.22.H7,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.41681,34.4552694,EH
DALH8,D.09.09.22.H8,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DALH8,D.09.09.22.H8,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DALH8,D.09.09.22.H8,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4168428,34.45527442,EH
DAMH1,D.07.14.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DAMH1,D.07.14.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DAMH1,D.07.14.22.H1,Forficula sp,earwig,Terrestrial insect,Terrestrial insect,Forficula,Forficulidae,Dermaptera,NA,no,Dangermond,wild pig,No,NA,NA,EH
DAMH3,D.07.14.22.H3,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DANH1,D.07.10.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DANH1,D.07.10.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,NA,NA,EH
DANH1,D.07.10.22.H1,Forficula sp,earwig,Terrestrial insect,Terrestrial insect,Forficula,Forficulidae,Dermaptera,NA,no,Dangermond,wild pig,No,NA,NA,EH
DAOH1,D.04.13.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561965,34.47239907,EH
DAOH1,D.04.13.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4561965,34.47239907,EH
DAOH2,D.04.13.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562007,34.47238282,EH
DAOH2,D.04.13.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.4562007,34.47238282,EH
DAP1,D.06.14.23.P1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,-120.45627,34.44437,GL
DAP1,D.06.14.23.P1,Urile penicillatus,brandt's cormorant,Brandt's cormorant,Brandt's cormorant,Urile,Phalacrocoracidae,Suliformes,penicillatus,no,Dangermond,puma,No,-120.45627,34.44437,GL
DAP1,D.06.14.23.P1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,puma,target,-120.45627,34.44437,GL
DAP1,D.06.14.23.P1,Urile pelagicus,pelagic cormorant,Pelagic cormorant,Pelagic cormorant,Urile,Phalacrocoracidae,Suliformes,pelagicus,no,Dangermond,puma,No,-120.45627,34.44437,GL
DAP1,D.06.14.23.P1,Thomomys bottae,botta's pocket gopher,Small rodent,Small rodent,Thomomys,Geomyidae,Rodentia,bottae,no,Dangermond,puma,No,-120.45627,34.44437,GL
DAPH1,D.04.14.22.H1,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.49026,34.5045108,EH
DAPH2,D.04.14.22.H2,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Dangermond,wild pig,No,-120.4902439,34.5045226,EH
DAQH1,D.03.15.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.46,34.5,EH
DAQH1,D.03.15.22.H1,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.46,34.5,EH
DAQH2,D.03.15.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.46,34.5,EH
DAQH2,D.03.15.22.H2,Sus scrofa,wild boar,Wild boar,Wild boar,Sus,Suidae,Artiodactyla,scrofa,Wild boar,Dangermond,wild pig,target,-120.46,34.5,EH
DBC2,C.06.16.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Coal Oil Point,coyote,target,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Coal Oil Point,coyote,No,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Bos taurus,domestic cattle,Cattle,Cattle,Bos,Bovidae,Artiodactyla,taurus,no,Coal Oil Point,coyote,No,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Coal Oil Point,coyote,target,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Coal Oil Point,coyote,target,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Coal Oil Point,coyote,target,-119.87878,34.41179,GL
DBC2,C.06.16.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Coal Oil Point,coyote,target,-119.87878,34.41179,GL
DCC1,D.06.19.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.45567,34.49958,GL
DCC1,D.06.19.23.C1,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,coyote,No,-120.45567,34.49958,GL
DCC1,D.06.19.23.C1,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,coyote,No,-120.45567,34.49958,GL
DCC1,D.06.19.23.C1,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.45567,34.49958,GL
DCC1,D.06.19.23.C1,Stenopelmatus sp,cricket,Terrestrial insect,Terrestrial insect,Stenopelmatus,Stenopelmatidae,Orthoptera,NA,no,Dangermond,coyote,No,-120.45567,34.49958,GL
DCC2,D.06.19.23.C2,Canis latrans,coyote,Coyote,Coyote,Canis,Canidae,Carnivora,latrans,Coyote,Dangermond,coyote,target,-120.45741,34.44566,GL
